Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
1995,Friday,31.582,1333,avg,Comedy
2018,Assassination Nation,31.56,646,below_avg,Thriller
2018,Assassination Nation,31.56,646,below_avg,Horror
2018,Assassination Nation,31.56,646,below_avg,Comedy
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Mystery
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Animation
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Comedy
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Fantasy
2016,Captain Fantastic,31.548,5310,good,Adventure
2016,Captain Fantastic,31.548,5310,good,Drama
2002,Ghost Ship,31.542,1843,not_good,Horror
2002,Ghost Ship,31.542,1843,not_good,Mystery
2002,Ghost Ship,31.542,1843,not_good,Thriller
2014,Age of Tomorrow,31.533,53,not_good,Thriller
2014,Age of Tomorrow,31.533,53,not_good,Science Fiction
2014,Age of Tomorrow,31.533,53,not_good,Action
1996,The Rock,31.527,3624,avg,Action
1996,The Rock,31.527,3624,avg,Adventure
1996,The Rock,31.527,3624,avg,Thriller
2018,Mobile Suit Gundam Narrative,31.519,7,good,Animation
2018,Mobile Suit Gundam Narrative,31.519,7,good,Science Fiction
2018,Mobile Suit Gundam Narrative,31.519,7,good,Action
1978,The Lord of the Rings,31.516,637,avg,Adventure
1978,The Lord of the Rings,31.516,637,avg,Animation
1978,The Lord of the Rings,31.516,637,avg,Fantasy
2008,L: change the WorLd,31.491,196,not_good,Fantasy
2008,L: change the WorLd,31.491,196,not_good,Action
2008,L: change the WorLd,31.491,196,not_good,Thriller
2008,L: change the WorLd,31.491,196,not_good,Science Fiction
2008,L: change the WorLd,31.491,196,not_good,Mystery
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,avg,Action
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,avg,Animation
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,avg,Adventure
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,avg,Comedy
2011,Batman: Year One,31.454,703,good,Action
2011,Batman: Year One,31.454,703,good,Animation
2011,Batman: Year One,31.454,703,good,Crime
2011,Batman: Year One,31.454,703,good,Science Fiction
2019,The Other Side of Heaven 2: Fire of Faith,31.432,7,not_good,Adventure
2019,The Other Side of Heaven 2: Fire of Faith,31.432,7,not_good,Drama
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_good,Comedy
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_good,Animation
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_good,Family
2020,The Lost Prince,31.413,277,not_good,Fantasy
2020,The Lost Prince,31.413,277,not_good,Adventure
2020,The Lost Prince,31.413,277,not_good,Comedy
2012,Stolen,31.399,818,not_good,Action
2012,Stolen,31.399,818,not_good,Crime
2012,Stolen,31.399,818,not_good,Thriller
2021,Freaks Out,31.395,372,good,Adventure
2021,Freaks Out,31.395,372,good,Action
2021,Freaks Out,31.395,372,good,Science Fiction
2016,Viking,31.389,120,not_good,History
2016,Viking,31.389,120,not_good,Action
2016,Viking,31.389,120,not_good,Drama
1999,Wishmaster 2: Evil Never Dies,31.383,184,not_good,Fantasy
1999,Wishmaster 2: Evil Never Dies,31.383,184,not_good,Horror
2021,Caught by a Wave,31.381,184,avg,Drama
2021,Caught by a Wave,31.381,184,avg,Romance
1978,Death on the Nile,31.381,514,avg,Mystery
2019,Murder Mystery,31.379,3190,below_avg,Comedy
1992,Doraemon: Nobita and the Kingdom of Clouds,31.356,16,avg,Animation
2005,The Island,31.354,4443,avg,Action
2005,The Island,31.354,4443,avg,Thriller
2005,The Island,31.354,4443,avg,Science Fiction
2005,The Island,31.354,4443,avg,Adventure
2004,50 First Dates,31.345,5959,avg,Comedy
2004,50 First Dates,31.345,5959,avg,Romance
1987,The Running Man,31.345,1753,below_avg,Action
1987,The Running Man,31.345,1753,below_avg,Science Fiction
1987,The Running Man,31.345,1753,below_avg,Thriller
2002,Dragonfly,31.34,677,below_avg,Thriller
2002,Dragonfly,31.34,677,below_avg,Fantasy
2014,The Monuments Men,31.339,3030,below_avg,War
2014,The Monuments Men,31.339,3030,below_avg,Drama
2014,The Monuments Men,31.339,3030,below_avg,History
2014,The Monuments Men,31.339,3030,below_avg,Action
2009,The Descent: Part 2,31.335,804,not_good,Adventure
2009,The Descent: Part 2,31.335,804,not_good,Horror
2009,The Descent: Part 2,31.335,804,not_good,Thriller
2014,Birdman or (The Unexpected Virtue of Ignorance),31.334,11108,good,Drama
2014,Birdman or (The Unexpected Virtue of Ignorance),31.334,11108,good,Comedy
2002,Irreversible,31.332,2041,good,Drama
2002,Irreversible,31.332,2041,good,Thriller
2002,Irreversible,31.332,2041,good,Crime
2002,Irreversible,31.332,2041,good,Mystery
2015,Regular Show: The Movie,31.325,257,good,Animation
2015,Regular Show: The Movie,31.325,257,good,Comedy
2015,Regular Show: The Movie,31.325,257,good,Science Fiction
2015,Regular Show: The Movie,31.325,257,good,TV Movie
1987,Near Dark,31.325,494,avg,Horror
2021,Megalodon Rising,31.317,78,avg,Action
2021,Megalodon Rising,31.317,78,avg,Science Fiction
2022,Jeepers Creepers: Reborn,31.294,1,not_good,Horror
2022,Jeepers Creepers: Reborn,31.294,1,not_good,Thriller
2021,A Writer's Odyssey,31.294,130,good,Drama
2021,A Writer's Odyssey,31.294,130,good,Action
2021,A Writer's Odyssey,31.294,130,good,Fantasy
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,good,Animation
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,good,Science Fiction
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,good,Action
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,good,Drama
1978,Drunken Master,31.286,669,good,Action
1978,Drunken Master,31.286,669,good,Comedy
1998,Dark City,31.277,2126,good,Mystery
1998,Dark City,31.277,2126,good,Science Fiction
2016,The Handmaiden,31.27,2592,good,Thriller
2016,The Handmaiden,31.27,2592,good,Drama
2016,The Handmaiden,31.27,2592,good,Romance
2015,Daddy's Home,31.258,2594,below_avg,Comedy
1993,Hard Target,31.247,826,below_avg,Action
2011,Red Riding Hood,31.243,2717,below_avg,Fantasy
2011,Red Riding Hood,31.243,2717,below_avg,Thriller
2011,Red Riding Hood,31.243,2717,below_avg,Horror
2018,The Favourite,31.201,4306,good,Drama
2018,The Favourite,31.201,4306,good,Comedy
2017,CHiPS,31.198,1035,below_avg,Action
2017,CHiPS,31.198,1035,below_avg,Comedy
2017,CHiPS,31.198,1035,below_avg,Crime
2017,Camp Cool Kids,31.193,28,not_good,Family
1994,New Nightmare,31.19,1018,below_avg,Horror
1994,New Nightmare,31.19,1018,below_avg,Mystery
1994,New Nightmare,31.19,1018,below_avg,Fantasy
1999,Wild Wild West,31.173,2735,not_good,Action
1999,Wild Wild West,31.173,2735,not_good,Adventure
1999,Wild Wild West,31.173,2735,not_good,Comedy
1999,Wild Wild West,31.173,2735,not_good,Science Fiction
1999,Wild Wild West,31.173,2735,not_good,Western
2015,In the Heart of the Sea,31.169,3367,avg,Thriller
2015,In the Heart of the Sea,31.169,3367,avg,Drama
2015,In the Heart of the Sea,31.169,3367,avg,Adventure
2015,In the Heart of the Sea,31.169,3367,avg,Action
2015,In the Heart of the Sea,31.169,3367,avg,History
2008,Slumdog Millionaire,31.142,8839,good,Drama
2008,Slumdog Millionaire,31.142,8839,good,Romance
2021,The Woman in the Window,31.137,1416,below_avg,Drama
2021,The Woman in the Window,31.137,1416,below_avg,Crime
2021,The Woman in the Window,31.137,1416,below_avg,Mystery
2021,The Woman in the Window,31.137,1416,below_avg,Thriller
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,good,Animation
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,good,Science Fiction
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,good,Action
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,good,Drama
1985,Commando,31.122,2104,avg,Action
1985,Commando,31.122,2104,avg,Adventure
1985,Commando,31.122,2104,avg,Thriller
1995,Joseph,31.119,120,good,Drama
1995,Joseph,31.119,120,good,History
2022,The Last Mark,31.118,1,not_good,Action
2022,The Last Mark,31.118,1,not_good,Thriller
2006,Open Season,31.114,2159,below_avg,Animation
2006,Open Season,31.114,2159,below_avg,Family
2006,Open Season,31.114,2159,below_avg,Adventure
2006,Open Season,31.114,2159,below_avg,Comedy
2009,Barbie Presents: Thumbelina,31.111,371,avg,Animation
2009,Barbie Presents: Thumbelina,31.111,371,avg,Family
2000,Snatch,31.103,7192,good,Crime
2000,Snatch,31.103,7192,good,Comedy
1993,Groundhog Day,31.102,6219,good,Romance
1993,Groundhog Day,31.102,6219,good,Fantasy
1993,Groundhog Day,31.102,6219,good,Drama
1993,Groundhog Day,31.102,6219,good,Comedy
2020,The Lego Star Wars Holiday Special,31.097,226,avg,Animation
2020,The Lego Star Wars Holiday Special,31.097,226,avg,Family
2020,The Lego Star Wars Holiday Special,31.097,226,avg,Adventure
2020,The Lego Star Wars Holiday Special,31.097,226,avg,Comedy
2020,The Lego Star Wars Holiday Special,31.097,226,avg,Science Fiction
2004,National Treasure,31.091,5146,avg,Adventure
2004,National Treasure,31.091,5146,avg,Action
2004,National Treasure,31.091,5146,avg,Thriller
2004,National Treasure,31.091,5146,avg,Mystery
2007,American Gangster,31.088,4260,good,Drama
2007,American Gangster,31.088,4260,good,Crime
2012,Fucking Different XXX,31.085,8,below_avg,Drama
2015,Momentum,31.084,436,not_good,Action
2015,Momentum,31.084,436,not_good,Crime
2015,Momentum,31.084,436,not_good,Thriller
2021,Jurassic World: Dominion - Prologue,31.071,1,not_good,Science Fiction
2021,Jurassic World: Dominion - Prologue,31.071,1,not_good,Action
2012,Man on a Ledge,31.06,2125,below_avg,Action
2012,Man on a Ledge,31.06,2125,below_avg,Thriller
2012,Man on a Ledge,31.06,2125,below_avg,Crime
2015,The Man with the Iron Fists 2,31.045,196,not_good,Action
2017,Bring It On: Worldwide #Cheersmack,31.042,193,below_avg,Comedy
2017,Bring It On: Worldwide #Cheersmack,31.042,193,below_avg,Romance
2001,Talk Sex,31.039,11,not_good,Romance
2001,Talk Sex,31.039,11,not_good,Drama
2014,Brick Mansions,31.038,1281,not_good,Action
2014,Brick Mansions,31.038,1281,not_good,Crime
2014,Brick Mansions,31.038,1281,not_good,Drama
2007,The Legend of the Nahuala,31.021,127,good,Animation
2007,The Legend of the Nahuala,31.021,127,good,Family
2007,The Legend of the Nahuala,31.021,127,good,Fantasy
1986,Stand by Me,31.006,4477,good,Crime
1986,Stand by Me,31.006,4477,good,Drama
2010,Valentine's Day,31.0,2645,not_good,Comedy
2010,Valentine's Day,31.0,2645,not_good,Romance
2010,You Again,30.979,1062,below_avg,Comedy
2010,You Again,30.979,1062,below_avg,Romance
2013,Witching & Bitching,30.976,520,below_avg,Comedy
2013,Witching & Bitching,30.976,520,below_avg,Horror
2012,Silent Hill: Revelation 3D,30.962,1267,not_good,Thriller
2012,Silent Hill: Revelation 3D,30.962,1267,not_good,Horror
2012,Silent Hill: Revelation 3D,30.962,1267,not_good,Mystery
1993,Hocus Pocus,30.962,2082,avg,Comedy
1993,Hocus Pocus,30.962,2082,avg,Family
1993,Hocus Pocus,30.962,2082,avg,Fantasy
2020,2067,30.958,589,not_good,Science Fiction
2020,2067,30.958,589,not_good,Thriller
2015,The Little Prince,30.957,2328,good,Adventure
2015,The Little Prince,30.957,2328,good,Animation
2015,The Little Prince,30.957,2328,good,Fantasy
2015,The Little Prince,30.957,2328,good,Family
1961,West Side Story,30.947,1439,good,Crime
1961,West Side Story,30.947,1439,good,Drama
1961,West Side Story,30.947,1439,good,Romance
2016,Mike and Dave Need Wedding Dates,30.946,2145,below_avg,Comedy
2016,Patriots Day,30.913,2129,avg,Action
2016,Patriots Day,30.913,2129,avg,Crime
2016,Patriots Day,30.913,2129,avg,Drama
2016,Patriots Day,30.913,2129,avg,History
2016,Patriots Day,30.913,2129,avg,Thriller
2016,The Black Devil and the White Prince,30.911,66,good,Comedy
2016,The Black Devil and the White Prince,30.911,66,good,Romance
2018,Leprechaun Returns,30.909,239,below_avg,Horror
2018,Leprechaun Returns,30.909,239,below_avg,Fantasy
2018,Leprechaun Returns,30.909,239,below_avg,Comedy
1982,Tron,30.906,1707,avg,Science Fiction
1982,Tron,30.906,1707,avg,Action
1982,Tron,30.906,1707,avg,Adventure
2018,The Debt Collector,30.905,145,not_good,Action
1993,Tombstone,30.903,1512,good,Western
1993,Tombstone,30.903,1512,good,Action
2004,EuroTrip,30.903,1940,below_avg,Comedy
2017,Jungle,30.886,1513,below_avg,Adventure
2017,Jungle,30.886,1513,below_avg,Drama
2017,Jungle,30.886,1513,below_avg,Thriller
2013,Barbie Mariposa & the Fairy Princess,30.879,234,avg,Animation
2013,Barbie Mariposa & the Fairy Princess,30.879,234,avg,Family
2013,Barbie Mariposa & the Fairy Princess,30.879,234,avg,Fantasy
2019,El Camino: A Breaking Bad Movie,30.872,3670,avg,Crime
2019,El Camino: A Breaking Bad Movie,30.872,3670,avg,Drama
2019,El Camino: A Breaking Bad Movie,30.872,3670,avg,Thriller
2019,El Camino: A Breaking Bad Movie,30.872,3670,avg,Action
2000,Big Momma's House,30.867,1849,not_good,Crime
2000,Big Momma's House,30.867,1849,not_good,Comedy
2016,Ride Along 2,30.86,1382,below_avg,Action
2016,Ride Along 2,30.86,1382,below_avg,Comedy
2018,The Quake,30.855,514,avg,Action
2018,The Quake,30.855,514,avg,Thriller
2014,Planes: Fire & Rescue,30.848,657,below_avg,Animation
2014,Planes: Fire & Rescue,30.848,657,below_avg,Comedy
2014,Planes: Fire & Rescue,30.848,657,below_avg,Adventure
2014,Planes: Fire & Rescue,30.848,657,below_avg,Family
2007,Ben 10: Secret of the Omnitrix,30.838,155,good,Animation
2007,Ben 10: Secret of the Omnitrix,30.838,155,good,Science Fiction
2007,Ben 10: Secret of the Omnitrix,30.838,155,good,Family
1987,Evil Dead II,30.826,2232,good,Horror
1987,Evil Dead II,30.826,2232,good,Comedy
1987,Evil Dead II,30.826,2232,good,Fantasy
2015,X-Rated: The Greatest Adult Movies of All Time,30.813,117,not_good,Documentary
2015,Ip Man 3,30.811,1290,avg,Action
2015,Ip Man 3,30.811,1290,avg,Drama
2015,Ip Man 3,30.811,1290,avg,History
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,good,Animation
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,good,Action
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,good,Science Fiction
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,good,Fantasy
1998,The Mask of Zorro,30.785,3263,below_avg,Action
1998,The Mask of Zorro,30.785,3263,below_avg,Adventure
2021,Row 19,30.781,4,not_good,Horror
2013,General Cemetery,30.781,36,avg,Horror
2016,Wildflower,30.773,24,not_good,Thriller
2016,Wildflower,30.773,24,not_good,Drama
2021,Dancing Queens,30.762,69,not_good,Comedy
2021,Dancing Queens,30.762,69,not_good,Drama
2014,Harmonie,30.753,19,avg,Animation
2014,Harmonie,30.753,19,avg,Drama
2015,Do You Believe?,30.747,106,avg,Fantasy
2015,Do You Believe?,30.747,106,avg,Drama
1968,Planet of the Apes,30.747,2593,good,Science Fiction
1968,Planet of the Apes,30.747,2593,good,Adventure
1968,Planet of the Apes,30.747,2593,good,Drama
1968,Planet of the Apes,30.747,2593,good,Action
2011,Mars Needs Moms,30.73,529,below_avg,Adventure
2011,Mars Needs Moms,30.73,529,below_avg,Animation
2011,Mars Needs Moms,30.73,529,below_avg,Family
2016,Monster Trucks,30.727,682,below_avg,Action
2016,Monster Trucks,30.727,682,below_avg,Comedy
2016,Monster Trucks,30.727,682,below_avg,Science Fiction
2010,Avatar: Creating the World of Pandora,30.721,15,avg,Documentary
2009,Moon,30.718,4605,good,Science Fiction
2009,Moon,30.718,4605,good,Drama
2021,Justin Bieber: Our World,30.71,16,good,Music
2021,Justin Bieber: Our World,30.71,16,good,Documentary
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Adventure
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Drama
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Action
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,History
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,War
2002,Jackass: The Movie,30.705,1154,below_avg,Comedy
2002,Jackass: The Movie,30.705,1154,below_avg,Action
2002,Jackass: The Movie,30.705,1154,below_avg,Documentary
2019,What Men Want,30.703,1103,below_avg,Comedy
2019,What Men Want,30.703,1103,below_avg,Romance
2000,What Women Want,30.686,3164,below_avg,Comedy
2000,What Women Want,30.686,3164,below_avg,Romance
1971,Diamonds Are Forever,30.668,1540,below_avg,Adventure
1971,Diamonds Are Forever,30.668,1540,below_avg,Action
1971,Diamonds Are Forever,30.668,1540,below_avg,Thriller
2016,Throne of Elves,30.661,141,good,Fantasy
2016,Throne of Elves,30.661,141,good,Animation
2016,Throne of Elves,30.661,141,good,Family
2009,District 13: Ultimatum,30.656,903,below_avg,Action
2009,District 13: Ultimatum,30.656,903,below_avg,Thriller
2009,District 13: Ultimatum,30.656,903,below_avg,Crime
2011,Contagion,30.647,5001,avg,Drama
2011,Contagion,30.647,5001,avg,Thriller
2011,Contagion,30.647,5001,avg,Science Fiction
2005,Cheaper by the Dozen 2,30.639,1685,below_avg,Comedy
2005,Cheaper by the Dozen 2,30.639,1685,below_avg,Family
2005,Cheaper by the Dozen 2,30.639,1685,below_avg,Adventure
1992,FernGully: The Last Rainforest,30.633,442,below_avg,Family
1992,FernGully: The Last Rainforest,30.633,442,below_avg,Fantasy
1992,FernGully: The Last Rainforest,30.633,442,below_avg,Animation
1992,FernGully: The Last Rainforest,30.633,442,below_avg,Adventure
2020,Reaptown,30.627,8,not_good,Horror
2020,Reaptown,30.627,8,not_good,Thriller
2020,Reaptown,30.627,8,not_good,Mystery
2007,Pokémon: The Rise of Darkrai,30.619,197,avg,Family
2007,Pokémon: The Rise of Darkrai,30.619,197,avg,Adventure
2007,Pokémon: The Rise of Darkrai,30.619,197,avg,Animation
2007,Pokémon: The Rise of Darkrai,30.619,197,avg,Fantasy
2007,Pokémon: The Rise of Darkrai,30.619,197,avg,Action
2008,Speed Racer,30.61,1176,below_avg,Family
2008,Speed Racer,30.61,1176,below_avg,Action
2008,Speed Racer,30.61,1176,below_avg,Adventure
2008,Speed Racer,30.61,1176,below_avg,Comedy
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,avg,Animation
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,avg,Family
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,avg,Adventure
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,avg,Fantasy
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,avg,Action
2018,Searching,30.597,3052,good,Thriller
2018,Searching,30.597,3052,good,Mystery
2018,Searching,30.597,3052,good,Drama
2020,The 100 Candles Game,30.593,84,not_good,Horror
2010,Camp Rock 2: The Final Jam,30.589,1329,below_avg,Comedy
2010,Camp Rock 2: The Final Jam,30.589,1329,below_avg,Music
2010,Camp Rock 2: The Final Jam,30.589,1329,below_avg,TV Movie
2017,Acts of Vengeance,30.563,437,not_good,Thriller
2017,Acts of Vengeance,30.563,437,not_good,Action
2017,Acts of Vengeance,30.563,437,not_good,Drama
2007,No Country for Old Men,30.562,9478,good,Crime
2007,No Country for Old Men,30.562,9478,good,Drama
2007,No Country for Old Men,30.562,9478,good,Thriller
2012,The Lucky One,30.554,2980,avg,Drama
2012,The Lucky One,30.554,2980,avg,Romance
2016,New Initial D the Movie - Legend 3: Dream,30.55,39,good,Action
2016,New Initial D the Movie - Legend 3: Dream,30.55,39,good,Animation
2016,New Initial D the Movie - Legend 3: Dream,30.55,39,good,Drama
2016,How to Be Single,30.528,2809,below_avg,Comedy
2016,How to Be Single,30.528,2809,below_avg,Romance
2009,Surrogates,30.527,2577,below_avg,Science Fiction
2009,Surrogates,30.527,2577,below_avg,Action
2009,Surrogates,30.527,2577,below_avg,Thriller
1973,Enter the Dragon,30.52,1380,good,Action
1975,One Flew Over the Cuckoo's Nest,30.508,8415,good,Drama
1994,The Land Before Time: The Great Valley Adventure,30.498,456,below_avg,Animation
1994,The Land Before Time: The Great Valley Adventure,30.498,456,below_avg,Adventure
1994,The Land Before Time: The Great Valley Adventure,30.498,456,below_avg,Family
2021,Bliss,30.494,454,not_good,Science Fiction
2021,Bliss,30.494,454,not_good,Romance
2021,Bliss,30.494,454,not_good,Drama
2016,The Light Between Oceans,30.48,1176,avg,Drama
2016,The Light Between Oceans,30.48,1176,avg,Romance
2021,Dear Rider: The Jake Burton Story,30.475,7,not_good,Documentary
2009,Prison Break: The Final Break,30.471,510,good,Action
2009,Prison Break: The Final Break,30.471,510,good,Drama
2009,Prison Break: The Final Break,30.471,510,good,Thriller
2013,Captain Phillips,30.471,5704,good,Action
2013,Captain Phillips,30.471,5704,good,Drama
2013,Captain Phillips,30.471,5704,good,Thriller
2006,A Movie of Eggs,30.454,238,good,Animation
2006,A Movie of Eggs,30.454,238,good,Comedy
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30.447,2072,avg,Adventure
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30.447,2072,avg,Animation
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30.447,2072,avg,Comedy
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30.447,2072,avg,Family
2003,Peter Pan,30.438,2191,good,Adventure
2003,Peter Pan,30.438,2191,good,Fantasy
2003,Peter Pan,30.438,2191,good,Family
2013,Mama,30.424,3506,below_avg,Horror
1959,The Diary of Anne Frank,30.411,277,good,Drama
1959,The Diary of Anne Frank,30.411,277,good,History
2017,Trolls Holiday,30.404,396,avg,Adventure
2017,Trolls Holiday,30.404,396,avg,Animation
2017,Trolls Holiday,30.404,396,avg,Family
2017,Trolls Holiday,30.404,396,avg,Fantasy
1993,Jurassic Park,30.4,13222,good,Adventure
1993,Jurassic Park,30.4,13222,good,Science Fiction
1993,The Good Son,30.389,730,avg,Thriller
1999,Cruel Intentions,30.377,2554,avg,Drama
1999,Cruel Intentions,30.377,2554,avg,Romance
2009,Planet 51,30.372,1647,not_good,Family
2009,Planet 51,30.372,1647,not_good,Comedy
2009,Planet 51,30.372,1647,not_good,Science Fiction
2009,Planet 51,30.372,1647,not_good,Adventure
2009,Planet 51,30.372,1647,not_good,Animation
1984,Police Academy,30.334,2017,avg,Comedy
1984,Police Academy,30.334,2017,avg,Crime
2009,Fantastic Mr. Fox,30.315,3967,good,Adventure
2009,Fantastic Mr. Fox,30.315,3967,good,Animation
2009,Fantastic Mr. Fox,30.315,3967,good,Comedy
2009,Fantastic Mr. Fox,30.315,3967,good,Family
2016,Risen,30.303,657,below_avg,Drama
2016,Risen,30.303,657,below_avg,History
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Adventure
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Fantasy
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Animation
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Action
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Family
2017,All Saints,30.292,45,below_avg,Drama
2017,All Saints,30.292,45,below_avg,Comedy
2017,Immortal Demon Slayer,30.252,117,good,Fantasy
2017,Immortal Demon Slayer,30.252,117,good,Action
2017,Immortal Demon Slayer,30.252,117,good,Adventure
2021,Azor,30.244,27,below_avg,Drama
2021,Azor,30.244,27,below_avg,Thriller
2017,Wish Upon,30.242,1086,not_good,Horror
2017,Wish Upon,30.242,1086,not_good,Thriller
2017,Wish Upon,30.242,1086,not_good,Fantasy
2015,Tremors 5: Bloodlines,30.241,304,not_good,Action
2015,Tremors 5: Bloodlines,30.241,304,not_good,Adventure
2015,Tremors 5: Bloodlines,30.241,304,not_good,Comedy
2015,Tremors 5: Bloodlines,30.241,304,not_good,Horror
2015,Tremors 5: Bloodlines,30.241,304,not_good,Science Fiction
2020,The Banker,30.238,530,good,Drama
2014,Rage,30.23,612,not_good,Action
2014,Rage,30.23,612,not_good,Crime
2014,Rage,30.23,612,not_good,Thriller
2013,The Host,30.228,3531,below_avg,Action
2013,The Host,30.228,3531,below_avg,Adventure
2013,The Host,30.228,3531,below_avg,Romance
2013,The Host,30.228,3531,below_avg,Science Fiction
2013,The Host,30.228,3531,below_avg,Thriller
1993,Return of the Living Dead III,30.227,618,avg,Science Fiction
1993,Return of the Living Dead III,30.227,618,avg,Horror
2019,Lady and the Tramp,30.219,1282,good,Family
2019,Lady and the Tramp,30.219,1282,good,Romance
2019,Lady and the Tramp,30.219,1282,good,Comedy
2013,The Book of Esther,30.217,12,below_avg,Drama
2006,Death Note: The Last Name,30.217,351,avg,Fantasy
2006,Death Note: The Last Name,30.217,351,avg,Thriller
2006,Death Note: The Last Name,30.217,351,avg,Mystery
2006,The Girl Who Leapt Through Time,30.209,1558,good,Fantasy
2006,The Girl Who Leapt Through Time,30.209,1558,good,Animation
2006,The Girl Who Leapt Through Time,30.209,1558,good,Drama
2006,The Girl Who Leapt Through Time,30.209,1558,good,Science Fiction
2015,Max,30.204,635,avg,Adventure
2015,Max,30.204,635,avg,Drama
2021,The Secret Lives of College Freshmen,30.203,1,not_good,TV Movie
2021,The Secret Lives of College Freshmen,30.203,1,not_good,Thriller
2013,Gravity,30.2,13149,good,Science Fiction
2013,Gravity,30.2,13149,good,Thriller
2013,Gravity,30.2,13149,good,Drama
1981,An American Werewolf in London,30.198,1762,good,Horror
1981,An American Werewolf in London,30.198,1762,good,Comedy
2017,Molly's Game,30.181,3033,avg,Crime
2017,Molly's Game,30.181,3033,avg,Drama
2014,Beauty and the Beast,30.17,1763,below_avg,Fantasy
2014,Beauty and the Beast,30.17,1763,below_avg,Romance
1984,Top Secret!,30.156,825,avg,Comedy
1989,The Gods Must Be Crazy II,30.149,353,avg,Action
1989,The Gods Must Be Crazy II,30.149,353,avg,Comedy
1998,Six Days Seven Nights,30.125,1100,below_avg,Adventure
1998,Six Days Seven Nights,30.125,1100,below_avg,Action
1998,Six Days Seven Nights,30.125,1100,below_avg,Comedy
1998,Six Days Seven Nights,30.125,1100,below_avg,Romance
1980,Cannibal Holocaust,30.117,1180,below_avg,Horror
2003,The Dreamers,30.09,2304,good,Drama
2003,The Dreamers,30.09,2304,good,Romance
2013,Water and Fire,30.088,103,good,Drama
2013,Water and Fire,30.088,103,good,Romance
1990,Dances with Wolves,30.087,3289,good,Adventure
1990,Dances with Wolves,30.087,3289,good,Drama
1990,Dances with Wolves,30.087,3289,good,Western
1979,Apocalypse Now,30.087,6379,good,Drama
1979,Apocalypse Now,30.087,6379,good,War
2018,Blockers,30.086,1646,below_avg,Comedy
2014,Paddington,30.073,2837,avg,Comedy
2014,Paddington,30.073,2837,avg,Adventure
2014,Paddington,30.073,2837,avg,Family
1994,The Voyeur,30.071,116,not_good,Drama
1994,The Voyeur,30.071,116,not_good,Romance
2018,Revenge,30.039,1367,below_avg,Action
2018,Revenge,30.039,1367,below_avg,Thriller
2018,Revenge,30.039,1367,below_avg,Horror
2021,No Man of God,30.034,103,avg,Crime
2021,No Man of God,30.034,103,avg,History
2021,No Man of God,30.034,103,avg,Drama
2011,The Double,30.033,514,not_good,Action
2011,The Double,30.033,514,not_good,Drama
2011,The Double,30.033,514,not_good,Crime
